Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Type,Outlet_Size,Outlet_Location_Type,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales
NCC54,Low Fat,Health and Hygiene,OUT035,Supermarket Type1,Small,Tier 2,17.75,0.097692448,242.4196,2004,5543.4508
FDC45,Low Fat,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,17,0.135944247,171.5106,1999,1539.9954
FDW46,Regular,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.123089128,63.6484,1985,65.2484
FDP40,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,4.555,0.034328578,110.1544,1987,1230.3984
FDV52,Regular,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,20.7,0.121709653,119.7466,1999,2003.3922
FDV38,Low Fat,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.178192864,54.9956,1985,109.1912
DRH51,Low Fat,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.170213676,89.5856,1985,175.7712
FDV45,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.044829295,187.4556,1985,7510.224
NCL29,Low Fat,Health and Hygiene,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.113387677,156.9604,1985,1584.604
FDH17,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,16.2,0.016650191,97.4726,2004,1174.4712
FDQ15,Regular,Meat,OUT035,Supermarket Type1,Small,Tier 2,20.35,0.151044881,79.2276,2004,649.8208
FDM32,Low Fat,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,20.5,0.020688969,88.183,2009,719.064
NCP29,Low Fat,Health and Hygiene,OUT035,Supermarket Type1,Small,Tier 2,8.42,0.112249781,64.3168,2004,703.0848
FDT25,Low Fat,Canned,OUT018,Supermarket Type2,Medium,Tier 3,7.5,0.050957715,122.4072,2009,2572.6512
FDM39,Low Fat,Dairy,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.053211728,177.6002,1985,8417.7094
FDH08,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.017344679,230.801,1985,5283.123
DRG37,Low Fat,Soft Drinks,OUT018,Supermarket Type2,Medium,Tier 3,16.2,0.019457372,153.9972,2009,1246.3776
NCZ17,Low Fat,Health and Hygiene,OUT018,Supermarket Type2,Medium,Tier 3,12.15,0.079755214,36.6506,2009,493.3578
FDU34,LF,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.074830794,125.9046,1985,4482.1656
FDB16,Low Fat,Dairy,OUT035,Supermarket Type1,Small,Tier 2,8.21,0.044917289,88.5198,2004,1133.8574
FDH46,Regular,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,6.935,0.041247932,101.8332,1987,2255.7304
FDC16,Regular,Dairy,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.0204702,88.254,1985,2510.066
FDH50,Regular,Canned,OUT035,Supermarket Type1,Small,Tier 2,15,0.161404914,185.8266,2004,1844.266
NCZ18,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,7.825,0.186067862,255.4698,1997,5073.396
FDJ32,LF,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,10.695,0.057792343,61.4536,1997,428.7752
DRI23,Low Fat,Hard Drinks,OUT035,Supermarket Type1,Small,Tier 2,18.85,0,162.0578,2004,3209.156
DRD01,Regular,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,12.1,0.061270647,53.2614,1999,386.8298
FDG38,Regular,Canned,OUT049,Supermarket Type1,Medium,Tier 1,8.975,0.05281112,86.6224,1999,1704.448
NCG30,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,20.2,0.112495847,124.4046,1999,1120.5414
FDO31,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,6.76,0.029100745,80.696,2009,559.272
NCA30,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,19,0,189.1872,1997,567.2616
FDF29,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,15.1,0.019917598,129.431,1987,3505.437
FDI14,Low Fat,Canned,OUT049,Supermarket Type1,Medium,Tier 1,14.1,0.089817198,142.7496,1999,3528.74
FDY57,Regular,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,20.2,0.121442754,94.9752,1999,1342.2528
FDT27,Regular,Meat,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.069250192,232.9616,1985,3515.424
FDM46,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.159193194,92.712,1985,3635.268
NCD30,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0,98.1726,1985,978.726
FDJ15,Regular,Dairy,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.023209537,183.3608,1985,6064.1064
NCM30,Low Fat,Household,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.117825569,43.2796,1985,41.2796
FDK20,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,12.6,0.04152307,124.3072,1987,5022.7952
FDX01,Low Fat,Canned,OUT049,Supermarket Type1,Medium,Tier 1,10.1,0.024201905,114.915,1999,2796.36
FDP37,Low Fat,Breakfast,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.250560049,126.9994,1985,385.4982
FDP22,Regular,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,14.65,0.099113429,52.8666,2004,461.3994
FDS25,Regular,Canned,OUT046,Supermarket Type1,Small,Tier 1,6.885,0.140008554,108.7228,1997,2542.0244
NCY18,Low Fat,Household,OUT018,Supermarket Type2,Medium,Tier 3,7.285,0.031278532,176.0054,2009,2626.581
FDO08,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,11.1,0.05373063,165.1526,1987,1480.0734
NCI43,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.025842951,48.6376,1985,1677.816
FDH16,Low Fat,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,10.5,0.052555346,89.683,1997,988.713
NCZ05,Low Fat,Health and Hygiene,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.10178199,104.699,1985,103.199
FDO09,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.124668026,261.091,1985,5522.811
FDA08,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,11.85,0.050043472,164.6526,1987,2137.8838
NCR50,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,20.2,0.01181025,154.634,1987,4287.752
NCC06,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,19,0.027028323,127.0336,1999,3962.8416
FDC34,Regular,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,16,0.172615327,154.5972,1987,1869.5664
FDQ49,Regular,Breakfast,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.06871772,155.563,1985,469.389
FDS60,Low Fat,Baking Goods,OUT013,Supermarket Type1,High,Tier 3,20.85,0.032421521,181.666,1987,1438.128
FDP10,Low Fat,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,19,0.127983545,107.6622,1987,1270.3464
FDW46,Regular,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,13,0.070288365,64.3484,2004,2218.4456
FDP57,low fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,17.5,0.052434201,103.999,2004,1857.582
NCP43,Low Fat,Others,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.053413906,181.766,1985,179.766
NCS42,low fat,Household,OUT035,Supermarket Type1,Small,Tier 2,8.6,0.069403341,91.2146,2004,2554.0088
FDP21,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.025616191,188.1872,1985,6239.8776
DRJ39,Low Fat,Dairy,OUT046,Supermarket Type1,Small,Tier 1,20.25,0.036326064,220.1482,1997,3066.6748
FDQ13,Low Fat,Canned,OUT049,Supermarket Type1,Medium,Tier 1,11.1,0.010658153,83.0908,1999,1593.9252
NCQ06,LF,Household,OUT018,Supermarket Type2,Medium,Tier 3,13,0.041994899,254.7014,2009,5100.028
FDL40,Low Fat,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.011556919,94.741,1985,1641.197
NCE54,Low Fat,Household,OUT018,Supermarket Type2,Medium,Tier 3,20.7,0,74.3354,2009,1880.885
FDW38,Regular,Dairy,OUT018,Supermarket Type2,Medium,Tier 3,5.325,0.139244918,53.0298,2009,377.5086
FDD17,Low Fat,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,7.5,0.032599801,238.1906,1987,3327.6684
FDK25,Regular,Breakfast,OUT049,Supermarket Type1,Medium,Tier 1,11.6,0.157075658,166.6474,1999,4211.185
FDR22,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.018472714,109.9544,1985,5257.1568
NCZ18,Low Fat,Household,OUT018,Supermarket Type2,Medium,Tier 3,7.825,0.186825823,253.5698,2009,3805.047
DRD37,Low Fat,Soft Drinks,OUT046,Supermarket Type1,Small,Tier 1,9.8,0.013841737,45.206,1997,1211.756
FDC08,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,19,0.103449993,225.472,1997,3169.208
FDU57,reg,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,8.27,0.089554186,150.8708,1997,2407.5328
FDZ58,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,17.85,0.052257982,121.8072,1999,2450.144
FDY01,Regular,Canned,OUT035,Supermarket Type1,Small,Tier 2,11.8,0.170251293,116.4834,2004,1958.1178
FDG09,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,20.6,0.048131556,187.1556,2009,4693.89
NCE54,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,20.7,0.026899856,73.9354,1997,677.1186
FDT24,Regular,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,12.35,0,76.2328,1997,1544.656
FDZ08,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,12.5,0.109900843,83.0592,1987,743.0328
NCI54,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,15.2,0.033651278,108.9912,1999,1965.4416
FDU34,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,18.25,0.075311837,122.6046,1999,2988.1104
FDP23,Low Fat,Breads,OUT013,Supermarket Type1,High,Tier 3,6.71,0,218.9166,1987,2394.8826
NCV29,Low Fat,Health and Hygiene,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.039996021,176.7686,1985,888.843
FDG10,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.010886324,57.2588,1985,801.6232
FDZ56,Low Fat,Fruits and Vegetables,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.04506213,167.5474,1985,1010.6844
NCL41,Low Fat,Health and Hygiene,OUT035,Supermarket Type1,Small,Tier 2,12.35,0.041729735,36.3216,2004,276.9728
FDM39,low fat,Dairy,OUT013,Supermarket Type1,High,Tier 3,6.42,0.053426165,178.7002,1987,4477.505
NCZ54,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,14.65,0.083488992,161.3552,1999,7148.0288
FDT59,Low Fat,Breads,OUT049,Supermarket Type1,Medium,Tier 1,13.65,0,229.4668,1999,4837.7028
FDV20,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,20.2,0.060045008,128.3678,2009,1398.8458
FDP15,Low Fat,Meat,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.083536071,255.433,1985,9227.988
FDO16,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,5.48,0.015169739,82.225,2009,2247.075
NCP41,Low Fat,Health and Hygiene,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.028382853,109.4596,1985,647.1576
FDX20,LF,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,7.365,0.042626422,227.072,1999,4074.696
FDV50,Low Fat,Dairy,OUT046,Supermarket Type1,Small,Tier 1,14.3,0.122571209,122.373,1997,985.384
NCP53,Low Fat,Health and Hygiene,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.032731074,235.6906,1985,5704.5744
FDW55,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,12.6,0.021969896,248.6092,1997,3237.1196
NCE31,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.183948465,33.6216,1985,934.7832
FDO49,reg,Breakfast,OUT046,Supermarket Type1,Small,Tier 1,10.6,0.033052168,49.7008,1997,961.4152
FDH34,Low Fat,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.054443762,184.6582,1985,185.7582
FDJ38,Regular,Canned,OUT013,Supermarket Type1,High,Tier 3,8.6,0.040172077,188.553,1987,3795.06
FDG32,LF,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,19.85,0.175995526,224.0772,1997,1556.6404
FDK25,Regular,Breakfast,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.274592283,167.8474,1985,336.8948
FDD58,Low Fat,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,7.76,0.059594017,99.67,2009,1897.53
FDB15,Low Fat,Dairy,OUT035,Supermarket Type1,Small,Tier 2,10.895,0.136784873,265.2568,2004,4218.5088
DRF60,Low Fat,Soft Drinks,OUT018,Supermarket Type2,Medium,Tier 3,10.8,0,238.1564,2009,5243.8408
FDH04,Regular,Frozen Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.019912606,91.0488,1985,271.6464
FDM04,Regular,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,9.195,0.04719387,52.8666,1999,1384.1982
FDO58,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,19.6,0.039638705,166.0526,1999,3124.5994
DRI47,Low Fat,Hard Drinks,OUT013,Supermarket Type1,High,Tier 3,14.7,0.02090277,144.5128,1987,3307.6944
FDF35,Low Fat,Starchy Foods,OUT013,Supermarket Type1,High,Tier 3,15,0.153861181,108.5938,1987,1393.5194
FDP31,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,21.1,0.161504957,65.0168,1997,639.168
FDQ52,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,17,0.119871307,248.3434,2009,6208.585
FDM12,Regular,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,16.7,0.069903773,188.6214,2004,565.2642
NCS42,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,8.6,0.069416467,92.5146,1997,2006.7212
FDU19,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,8.77,0.046771477,173.9422,1997,3103.9596
NCE19,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.092564193,53.4956,1985,2129.2284
FDR16,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,5.845,0.104998144,213.2218,2004,7266.5412
FDH16,Low Fat,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.052300844,88.283,1985,2157.192
FDI28,Low Fat,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,14.3,0.026362624,78.3302,1999,1267.6832
FDC58,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0,45.7428,1985,615.1992
FDU13,Low Fat,Canned,OUT046,Supermarket Type1,Small,Tier 1,8.355,0.187558629,148.0418,1997,1471.418
FDX58,Low Fat,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,13.15,0.04376368,183.095,1997,1830.95
FDL21,Regular,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,15.85,0.007146415,41.048,1997,798.96
DRM37,Low Fat,Soft Drinks,OUT013,Supermarket Type1,High,Tier 3,15.35,0.096317593,197.3768,1987,3350.3056
FDR35,Low Fat,Breads,OUT049,Supermarket Type1,Medium,Tier 1,12.5,0.020729902,197.2742,1999,3782.4098
FDY34,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.010928678,167.0842,1985,6465.5838
FDQ44,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,20.5,0.036110222,120.1756,1987,2059.9852
DRD24,Low Fat,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,13.85,0.030842963,143.1154,1999,2552.6772
NCX29,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,10,0.089078338,147.1102,1987,2916.204
FDS07,Low Fat,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,12.35,0.100164204,113.6518,2009,1593.9252
FDI27,Regular,Dairy,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.045763623,43.8744,1985,1222.4088
FDL02,Regular,Canned,OUT013,Supermarket Type1,High,Tier 3,20,0.10399676,107.4622,1987,1587.933
FDN58,Regular,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,13.8,0.057104066,232.6984,2009,1390.1904
FDC60,Regular,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,5.425,0.114472403,88.3514,1997,2833.6448
FDV45,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,16.75,0.045117476,187.9556,1999,2440.8228
NCA29,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,10.5,0.02727641,171.3106,1997,3593.3226
FDO20,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,12.85,0.152747503,252.0382,2009,4037.4112
NCH55,Low Fat,Household,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.060706749,127.502,1985,379.506
FDS59,Regular,Breads,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.076851759,111.857,1985,109.857
FDR59,Regular,Breads,OUT013,Supermarket Type1,High,Tier 3,14.5,0.063810405,263.2594,1987,2878.2534
FDT21,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,7.42,0.020387989,247.1092,2004,4233.1564
NCR38,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,17.25,0.113518466,253.5724,1997,5033.448
FDR52,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,12.65,0.075981306,192.3846,1987,1910.846
NCO41,Low Fat,Health and Hygiene,OUT046,Supermarket Type1,Small,Tier 1,12.5,0.018848862,96.7384,1997,2167.8448
FDY14,Low Fat,Dairy,OUT046,Supermarket Type1,Small,Tier 1,10.3,0.070040195,263.0226,1997,4229.1616
FDV48,Regular,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,9.195,0.051827123,77.4644,2009,1414.1592
FDA21,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,13.65,0.03595391,185.2924,2004,3146.5708
FDZ27,Low Fat,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,7.935,0.017182935,51.235,1999,848.895
FDW58,Low Fat,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,20.75,0.007546808,104.1622,1987,1693.7952
FDH45,Regular,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,15.1,0.105831117,41.6796,1999,784.3124
FDH38,Low Fat,Canned,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.018275994,115.2808,1985,117.1808
FDL43,Low Fat,Meat,OUT046,Supermarket Type1,Small,Tier 1,10.1,0.027064381,76.367,1997,765.67
FDD38,Regular,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0,100.3674,1985,1833.6132
FDV02,Low Fat,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,16.75,0.06063976,173.0106,1999,3593.3226
NCF31,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,9.13,0.051847425,152.8024,1997,1214.4192
NCN05,Low Fat,Health and Hygiene,OUT018,Supermarket Type2,Medium,Tier 3,8.235,0.014518575,182.195,2009,2380.235
FDZ16,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,16.85,0.159722816,194.1478,1987,5812.434
NCT18,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.05911748,181.5976,1985,4165.2448
NCP50,Low Fat,Others,OUT035,Supermarket Type1,Small,Tier 2,17.35,0.020555958,79.4618,2004,1772.3596
FDW13,Low Fat,Canned,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.171383506,50.5324,1985,207.7296
DRG03,Low Fat,Dairy,OUT046,Supermarket Type1,Small,Tier 1,14.5,0.061986574,153.0998,1997,4921.5936
FDF52,Low Fat,Frozen Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.116928924,183.3292,1985,364.8584
NCN43,Low Fat,Others,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.011835436,121.373,1985,246.346
FDW13,Low Fat,Canned,OUT046,Supermarket Type1,Small,Tier 1,8.5,0.097884718,52.5324,1997,1194.4452
FDW14,Regular,Dairy,OUT035,Supermarket Type1,Small,Tier 2,8.3,0.038204311,87.7198,2004,1831.6158
FDG24,Low Fat,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,7.975,0.014631149,84.525,1997,416.125
NCG06,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.02930277,256.1646,1985,5926.2858
FDK10,Regular,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,5.785,0.040351229,181.366,2004,1977.426
FDV04,Regular,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.149288779,158.4288,1985,2985.4472
FDE23,Regular,Starchy Foods,OUT046,Supermarket Type1,Small,Tier 1,17.6,0,46.006,1997,326.242
FDI08,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,18.2,0.066567121,250.2092,2009,2988.1104
FDF22,Low Fat,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,6.865,0.057062186,212.0218,2009,2350.9398
FDQ57,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,7.275,0.027991093,145.976,1999,3515.424
FDP07,Low Fat,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,18.2,0.089901774,197.511,1997,392.822
DRE37,Low Fat,Soft Drinks,OUT035,Supermarket Type1,Small,Tier 2,13.5,0,189.1872,2004,1890.872
DRF25,Low Fat,Soft Drinks,OUT013,Supermarket Type1,High,Tier 3,9,0.038892859,36.119,1987,1098.57
DRF03,Low Fat,Dairy,OUT013,Supermarket Type1,High,Tier 3,19.1,0.045270426,38.8138,1987,731.0484
FDN51,Regular,Meat,OUT035,Supermarket Type1,Small,Tier 2,17.85,0.020942867,260.2936,2004,4175.8976
FDD21,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,10.3,0.030693756,114.2176,2009,2175.8344
NCY42,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,6.38,0.015162573,145.147,1997,3006.087
FDH28,Regular,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0,37.0506,1985,986.7156
FDN60,Low Fat,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,15.1,0.095158081,159.2604,1997,2852.2872
NCW06,Low Fat,Household,OUT018,Supermarket Type2,Medium,Tier 3,16.2,0.050545502,191.6162,2009,1731.7458
NCS30,Low Fat,Household,OUT018,Supermarket Type2,Medium,Tier 3,5.945,0.093405156,129.3652,2009,4391.6168
FDQ01,Regular,Canned,OUT049,Supermarket Type1,Medium,Tier 1,19.7,0.160951491,256.1014,1999,3060.0168
FDH27,Low Fat,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.102157958,145.0128,1985,143.8128
NCX41,Low Fat,Health and Hygiene,OUT018,Supermarket Type2,Medium,Tier 3,19,0.017791458,211.9244,2009,2117.244
FDH58,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,12.3,0.036997104,115.9834,1999,2073.3012
FDP11,Low Fat,Breads,OUT046,Supermarket Type1,Small,Tier 1,15.85,0.069100548,216.6166,1997,4136.6154
FDV19,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,14.85,0.035257037,161.2578,1997,4171.9028
FDT32,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,19,0.065633934,186.5214,1997,2261.0568
NCU53,low fat,Health and Hygiene,OUT035,Supermarket Type1,Small,Tier 2,5.485,0.042743728,166.2842,2004,1989.4104
NCA30,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,19,0.129309277,188.8872,2004,3592.6568
DRD25,Low Fat,Soft Drinks,OUT046,Supermarket Type1,Small,Tier 1,6.135,0,114.286,1997,2376.906
FDK25,Regular,Breakfast,OUT035,Supermarket Type1,Small,Tier 2,11.6,0.156802171,168.0474,2004,4379.6324
FDF02,Low Fat,Canned,OUT049,Supermarket Type1,Medium,Tier 1,16.2,0.103634038,101.399,1999,1031.99
FDC04,Low Fat,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,15.6,0.045055587,242.3854,1999,2416.854
FDH21,Low Fat,Seafood,OUT013,Supermarket Type1,High,Tier 3,10.395,0.031199028,159.4604,1987,316.9208
DRG03,Low Fat,Dairy,OUT018,Supermarket Type2,Medium,Tier 3,14.5,0.062239081,154.2998,2009,1691.7978
NCD31,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,12.1,0.01545846,166.0526,1999,3617.9572
FDU09,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.06627464,54.1956,1985,3002.758
FDB49,Regular,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,8.3,0.030274175,98.5384,2009,1872.2296
NCN30,LF,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.016910914,96.641,1985,1544.656
