GPA,Core_Subject_Score,Academic_Consistency,Research_Participation,Programming_Skill,Domain_Knowledge,Tool_Proficiency,Certification_Count,Internship_Count,Internship_Duration,Industry_Relevance,Project_Experience,Communication_Skill,Teamwork_Ability,Leadership_Potential,Adaptability,Learning_Motivation,Career_Clarity,Market_Awareness,Higher_Study_Interest,Target_Industry_Code,Workshop_Participation,Online_Course_Hours,Networking_Activity,Learning_Path_Generation_Time,Employment_Competitiveness_Score
7.38,76.0,1.37,0.0,89.0,46.0,39.0,0.0,3.0,5.9,0.93,2.0,56.0,67.0,95.0,58.0,60.0,68.0,52.0,1.0,3.0,3.0,126.8,74.0,2.54,32.45
7.22,78.0,0.69,0.0,69.0,96.0,68.0,0.0,3.0,9.1,0.37,2.0,41.0,88.0,67.0,70.0,95.0,56.0,44.0,1.0,6.0,5.0,17.1,92.0,6.81,48.91
7.84,66.0,2.0,1.0,78.0,92.0,30.0,1.0,3.0,0.4,0.08,1.0,47.0,96.0,70.0,41.0,59.0,65.0,52.0,1.0,6.0,8.0,230.9,59.0,7.26,22.77
5.71,84.0,2.33,,59.0,90.0,68.0,1.0,4.0,5.6,0.39,2.0,75.0,90.0,69.0,57.0,88.0,61.0,58.0,1.0,3.0,6.0,73.6,95.0,7.81,43.61
6.25,92.0,,0.0,63.0,58.0,50.0,,3.0,14.8,0.6,4.0,49.0,63.0,93.0,81.0,82.0,70.0,35.0,0.0,3.0,7.0,221.6,42.0,5.23,
8.82,85.0,1.02,,62.0,77.0,94.0,2.0,4.0,10.0,0.51,3.0,46.0,68.0,45.0,67.0,56.0,44.0,50.0,1.0,4.0,6.0,124.4,34.0,1.06,49.12
5.87,90.0,1.37,0.0,46.0,79.0,44.0,3.0,4.0,8.1,0.69,2.0,75.0,64.0,88.0,99.0,64.0,60.0,49.0,0.0,7.0,1.0,212.5,24.0,7.71,40.85
8.21,73.0,1.95,0.0,48.0,83.0,33.0,4.0,2.0,5.1,0.06,0.0,55.0,91.0,40.0,43.0,75.0,35.0,96.0,1.0,,8.0,61.8,59.0,11.23,20.89
6.6,90.0,0.52,0.0,40.0,91.0,89.0,0.0,0.0,5.4,0.28,4.0,53.0,71.0,30.0,40.0,60.0,81.0,39.0,0.0,7.0,0.0,43.8,37.0,11.51,10.28
7.25,84.0,1.68,1.0,65.0,95.0,90.0,1.0,4.0,6.9,0.82,2.0,55.0,96.0,42.0,86.0,,51.0,79.0,1.0,1.0,1.0,212.4,40.0,7.36,
6.8,87.0,1.73,1.0,77.0,64.0,49.0,5.0,1.0,15.0,0.08,5.0,64.0,68.0,59.0,81.0,76.0,60.0,86.0,0.0,2.0,2.0,53.2,98.0,0.73,55.4
7.1,72.0,1.78,0.0,77.0,46.0,39.0,2.0,3.0,17.4,0.86,6.0,80.0,61.0,98.0,89.0,88.0,75.0,41.0,0.0,7.0,2.0,186.5,22.0,1.72,56.9
8.74,82.0,0.98,1.0,93.0,95.0,63.0,,1.0,7.9,0.09,2.0,43.0,69.0,47.0,55.0,56.0,96.0,61.0,0.0,2.0,9.0,86.1,65.0,10.09,
6.84,65.0,1.93,0.0,83.0,85.0,,5.0,3.0,7.1,0.83,5.0,68.0,90.0,42.0,84.0,50.0,72.0,47.0,0.0,5.0,3.0,187.0,98.0,,
8.05,87.0,0.68,1.0,61.0,63.0,62.0,2.0,2.0,15.2,0.36,4.0,95.0,99.0,61.0,97.0,59.0,30.0,51.0,0.0,1.0,4.0,226.9,72.0,11.38,58.74
7.64,71.0,0.9,1.0,83.0,81.0,90.0,5.0,4.0,7.7,0.61,2.0,45.0,75.0,79.0,86.0,70.0,,78.0,1.0,3.0,5.0,,39.0,6.98,
8.49,60.0,2.25,0.0,49.0,62.0,39.0,1.0,0.0,9.9,0.15,5.0,40.0,72.0,60.0,41.0,64.0,86.0,47.0,1.0,2.0,0.0,90.0,78.0,10.43,4.78
9.72,58.0,1.98,1.0,94.0,60.0,83.0,4.0,4.0,4.2,0.07,3.0,78.0,94.0,80.0,91.0,79.0,38.0,39.0,0.0,7.0,7.0,91.9,40.0,9.99,64.07
8.8,74.0,0.53,0.0,97.0,48.0,94.0,4.0,3.0,13.4,0.22,7.0,40.0,72.0,56.0,75.0,79.0,34.0,67.0,0.0,4.0,5.0,245.3,,7.28,
6.47,81.0,1.0,0.0,45.0,56.0,30.0,2.0,0.0,9.6,0.13,1.0,90.0,66.0,89.0,40.0,57.0,38.0,38.0,0.0,2.0,9.0,215.4,44.0,9.51,3.72
5.64,69.0,0.93,0.0,56.0,73.0,34.0,5.0,4.0,14.6,0.31,4.0,79.0,49.0,62.0,78.0,73.0,74.0,60.0,1.0,3.0,8.0,11.3,87.0,1.95,44.98
6.68,60.0,1.04,0.0,90.0,51.0,44.0,1.0,0.0,14.1,0.51,5.0,96.0,98.0,82.0,62.0,68.0,53.0,50.0,0.0,7.0,4.0,143.4,29.0,7.85,35.53
8.18,68.0,1.0,1.0,89.0,58.0,,0.0,3.0,3.9,0.59,0.0,42.0,88.0,,65.0,52.0,71.0,56.0,0.0,2.0,6.0,45.3,86.0,11.46,
5.73,65.0,0.63,0.0,77.0,99.0,52.0,4.0,2.0,12.9,0.79,7.0,40.0,86.0,70.0,50.0,64.0,51.0,70.0,0.0,6.0,10.0,248.5,28.0,2.36,49.47
7.73,93.0,1.42,0.0,63.0,56.0,46.0,0.0,2.0,14.4,0.66,2.0,40.0,52.0,48.0,97.0,85.0,89.0,92.0,0.0,5.0,3.0,34.7,,9.06,
8.19,63.0,1.97,1.0,90.0,,42.0,1.0,4.0,6.2,0.61,5.0,78.0,82.0,70.0,81.0,55.0,66.0,89.0,0.0,5.0,5.0,139.8,56.0,4.19,
7.0,,1.71,1.0,49.0,49.0,43.0,4.0,1.0,3.1,0.41,7.0,60.0,72.0,71.0,40.0,91.0,68.0,69.0,0.0,2.0,5.0,166.3,90.0,9.9,
8.97,70.0,1.85,0.0,95.0,61.0,40.0,,3.0,0.0,0.47,6.0,84.0,91.0,52.0,50.0,99.0,82.0,59.0,0.0,5.0,3.0,234.3,57.0,8.52,
5.98,59.0,0.66,1.0,47.0,86.0,57.0,5.0,4.0,8.1,0.41,7.0,69.0,56.0,62.0,63.0,97.0,57.0,95.0,0.0,4.0,5.0,211.8,91.0,11.15,51.82
5.84,64.0,2.4,0.0,60.0,76.0,71.0,0.0,4.0,6.3,0.84,5.0,71.0,69.0,,,67.0,44.0,52.0,0.0,1.0,7.0,61.4,78.0,8.69,
8.78,57.0,2.18,1.0,95.0,54.0,90.0,5.0,2.0,10.0,0.23,5.0,72.0,82.0,54.0,53.0,87.0,89.0,92.0,1.0,2.0,10.0,143.2,76.0,5.22,70.58
7.73,67.0,2.11,0.0,45.0,87.0,93.0,3.0,0.0,3.4,0.01,6.0,87.0,88.0,81.0,53.0,68.0,89.0,91.0,0.0,4.0,4.0,238.4,79.0,0.63,50.66
8.6,84.0,2.15,0.0,60.0,61.0,60.0,0.0,3.0,15.5,0.65,1.0,61.0,59.0,41.0,46.0,98.0,35.0,97.0,0.0,6.0,1.0,183.9,47.0,9.62,36.08
7.46,60.0,2.37,0.0,96.0,49.0,39.0,0.0,0.0,4.6,0.2,7.0,69.0,88.0,61.0,62.0,99.0,81.0,,0.0,4.0,8.0,172.1,47.0,5.2,
,71.0,1.59,0.0,78.0,89.0,37.0,3.0,3.0,4.1,,6.0,93.0,85.0,62.0,82.0,79.0,41.0,45.0,,4.0,10.0,188.7,65.0,,
9.19,73.0,0.9,0.0,63.0,86.0,50.0,1.0,1.0,8.7,0.86,6.0,85.0,95.0,97.0,61.0,62.0,48.0,47.0,1.0,6.0,3.0,80.6,90.0,1.71,59.51
9.1,89.0,1.73,0.0,72.0,53.0,88.0,1.0,2.0,9.0,0.08,7.0,43.0,97.0,44.0,99.0,88.0,31.0,69.0,1.0,3.0,3.0,182.3,86.0,10.75,59.52
8.63,80.0,1.99,0.0,98.0,93.0,79.0,4.0,1.0,3.9,0.11,0.0,62.0,78.0,80.0,75.0,61.0,84.0,61.0,0.0,2.0,10.0,58.2,74.0,5.51,62.39
6.72,,1.98,1.0,57.0,77.0,98.0,2.0,4.0,4.9,0.5,6.0,94.0,89.0,35.0,66.0,83.0,44.0,79.0,0.0,2.0,6.0,107.0,57.0,11.08,
8.16,83.0,1.54,0.0,95.0,80.0,99.0,5.0,2.0,3.1,0.61,0.0,83.0,57.0,98.0,95.0,61.0,93.0,56.0,0.0,2.0,9.0,222.5,37.0,,
7.12,91.0,0.64,0.0,67.0,80.0,59.0,2.0,4.0,12.9,0.27,3.0,64.0,52.0,98.0,41.0,93.0,98.0,76.0,0.0,1.0,9.0,4.7,95.0,1.9,67.6
5.91,74.0,1.24,0.0,96.0,62.0,46.0,4.0,1.0,13.9,0.72,7.0,51.0,57.0,64.0,78.0,73.0,44.0,54.0,0.0,4.0,5.0,103.6,,7.16,
9.63,75.0,2.34,0.0,91.0,53.0,49.0,2.0,3.0,8.3,0.59,6.0,56.0,80.0,63.0,90.0,53.0,72.0,82.0,1.0,,3.0,66.7,24.0,10.96,54.14
6.12,,1.67,1.0,71.0,73.0,77.0,0.0,4.0,12.9,0.32,1.0,92.0,50.0,92.0,85.0,85.0,46.0,52.0,1.0,5.0,5.0,49.6,63.0,9.7,
9.78,59.0,1.58,1.0,51.0,94.0,31.0,0.0,0.0,13.2,0.03,6.0,54.0,82.0,97.0,58.0,99.0,53.0,40.0,0.0,3.0,2.0,209.6,48.0,5.31,38.42
7.51,90.0,,0.0,87.0,58.0,66.0,3.0,3.0,2.5,0.75,5.0,49.0,76.0,47.0,46.0,97.0,59.0,73.0,0.0,6.0,6.0,174.1,33.0,11.48,
6.33,60.0,1.24,0.0,81.0,69.0,,3.0,,17.4,0.21,4.0,74.0,65.0,55.0,51.0,63.0,96.0,45.0,0.0,6.0,5.0,28.2,77.0,3.59,
7.94,80.0,2.29,1.0,66.0,59.0,33.0,4.0,1.0,14.8,0.83,1.0,94.0,88.0,90.0,42.0,66.0,80.0,59.0,0.0,1.0,2.0,123.6,63.0,4.81,47.09
9.43,58.0,1.83,0.0,49.0,50.0,83.0,4.0,1.0,3.7,0.42,6.0,91.0,88.0,77.0,86.0,98.0,89.0,89.0,1.0,7.0,0.0,116.7,37.0,9.12,60.66
8.8,93.0,2.07,1.0,85.0,86.0,54.0,4.0,2.0,3.4,0.58,1.0,91.0,93.0,60.0,44.0,52.0,32.0,92.0,0.0,6.0,11.0,35.6,,3.18,
9.13,93.0,1.41,0.0,96.0,73.0,32.0,0.0,2.0,2.3,0.87,7.0,68.0,51.0,63.0,47.0,87.0,34.0,71.0,1.0,3.0,9.0,199.9,81.0,6.43,54.79
8.46,89.0,1.76,1.0,91.0,59.0,38.0,2.0,,2.5,0.86,0.0,51.0,70.0,36.0,53.0,72.0,57.0,50.0,,7.0,4.0,91.7,64.0,8.88,
8.62,55.0,1.0,0.0,81.0,73.0,63.0,5.0,3.0,13.5,0.37,3.0,40.0,59.0,36.0,75.0,62.0,40.0,71.0,0.0,4.0,9.0,190.5,35.0,7.91,42.89
9.32,78.0,1.91,0.0,71.0,48.0,72.0,4.0,0.0,8.5,0.21,3.0,40.0,93.0,76.0,46.0,58.0,44.0,87.0,0.0,6.0,1.0,48.0,83.0,2.29,37.29
6.62,90.0,1.36,1.0,81.0,62.0,51.0,4.0,0.0,14.1,0.78,7.0,49.0,86.0,37.0,46.0,70.0,77.0,50.0,1.0,7.0,6.0,78.8,56.0,7.74,43.49
7.7,60.0,1.39,0.0,65.0,94.0,99.0,0.0,1.0,13.4,0.43,7.0,57.0,67.0,30.0,89.0,90.0,75.0,52.0,0.0,7.0,6.0,23.8,44.0,7.09,48.24
6.5,85.0,1.8,0.0,64.0,93.0,31.0,5.0,0.0,10.9,0.19,1.0,86.0,96.0,32.0,85.0,57.0,57.0,53.0,0.0,6.0,3.0,35.9,28.0,6.92,32.24
9.94,74.0,2.37,0.0,50.0,88.0,95.0,0.0,0.0,12.4,0.9,7.0,41.0,82.0,,71.0,66.0,36.0,,0.0,5.0,5.0,220.8,74.0,10.0,
9.75,78.0,0.63,0.0,62.0,83.0,61.0,,4.0,0.3,0.2,1.0,88.0,85.0,67.0,47.0,65.0,35.0,36.0,0.0,4.0,0.0,27.3,47.0,2.61,
5.68,79.0,2.15,0.0,73.0,60.0,45.0,0.0,2.0,5.6,0.03,7.0,47.0,59.0,80.0,97.0,65.0,87.0,92.0,0.0,2.0,1.0,23.9,28.0,9.14,23.62
8.68,90.0,1.08,,96.0,55.0,30.0,2.0,2.0,11.5,0.02,6.0,61.0,92.0,44.0,51.0,77.0,97.0,44.0,0.0,3.0,5.0,235.1,31.0,9.25,54.24
9.66,75.0,1.39,,91.0,58.0,77.0,4.0,3.0,0.2,0.62,7.0,61.0,,96.0,49.0,65.0,84.0,80.0,1.0,6.0,1.0,161.5,37.0,8.81,
6.31,84.0,0.54,0.0,79.0,47.0,79.0,1.0,,0.6,0.66,2.0,65.0,84.0,93.0,53.0,95.0,96.0,53.0,1.0,5.0,11.0,25.2,75.0,6.32,
8.06,78.0,1.1,1.0,62.0,95.0,42.0,1.0,3.0,15.3,0.31,5.0,65.0,60.0,97.0,48.0,95.0,78.0,72.0,0.0,3.0,11.0,242.9,93.0,5.05,67.24
9.62,84.0,1.51,0.0,68.0,94.0,44.0,4.0,4.0,12.3,0.32,0.0,48.0,76.0,34.0,77.0,63.0,80.0,71.0,1.0,7.0,10.0,36.8,77.0,5.04,63.07
5.65,76.0,0.61,0.0,70.0,86.0,82.0,4.0,2.0,4.8,0.34,5.0,60.0,81.0,39.0,69.0,95.0,88.0,79.0,0.0,1.0,3.0,191.6,70.0,8.94,55.24
8.64,82.0,1.48,0.0,46.0,82.0,73.0,4.0,4.0,12.4,0.68,4.0,70.0,,37.0,44.0,93.0,35.0,68.0,1.0,5.0,3.0,8.7,51.0,6.23,
6.84,61.0,2.35,,79.0,89.0,37.0,4.0,2.0,14.3,0.06,4.0,91.0,64.0,41.0,40.0,87.0,80.0,36.0,0.0,7.0,9.0,156.1,67.0,4.39,40.72
9.66,89.0,0.71,0.0,72.0,86.0,75.0,5.0,2.0,5.5,,3.0,82.0,90.0,93.0,40.0,69.0,67.0,78.0,0.0,1.0,8.0,136.7,27.0,7.69,
9.87,82.0,2.03,0.0,,62.0,98.0,2.0,4.0,0.6,0.22,0.0,45.0,46.0,88.0,96.0,94.0,40.0,61.0,0.0,6.0,9.0,52.0,49.0,10.13,
9.75,68.0,1.32,0.0,41.0,64.0,48.0,1.0,0.0,16.8,1.0,5.0,95.0,99.0,96.0,59.0,97.0,81.0,82.0,1.0,5.0,6.0,160.8,45.0,,
7.63,64.0,1.81,0.0,57.0,92.0,67.0,3.0,0.0,6.2,0.17,3.0,53.0,67.0,79.0,88.0,90.0,49.0,41.0,0.0,2.0,6.0,154.3,43.0,11.68,31.67
9.38,70.0,1.02,0.0,,69.0,40.0,1.0,0.0,1.9,0.77,4.0,72.0,74.0,52.0,50.0,83.0,39.0,61.0,0.0,7.0,11.0,199.6,46.0,1.61,
9.3,70.0,0.82,0.0,72.0,82.0,72.0,1.0,0.0,8.9,0.22,1.0,46.0,47.0,69.0,65.0,78.0,55.0,52.0,0.0,3.0,10.0,219.0,98.0,6.38,38.65
6.94,85.0,0.82,0.0,76.0,57.0,49.0,0.0,2.0,13.8,0.08,0.0,63.0,90.0,47.0,83.0,52.0,77.0,67.0,0.0,3.0,0.0,127.5,94.0,6.94,33.47
9.23,79.0,0.64,0.0,73.0,48.0,49.0,4.0,1.0,4.0,0.87,0.0,48.0,83.0,50.0,42.0,59.0,43.0,67.0,,7.0,10.0,122.6,58.0,2.09,32.64
5.67,67.0,0.87,0.0,59.0,99.0,50.0,4.0,4.0,4.9,0.86,7.0,50.0,91.0,30.0,45.0,69.0,88.0,59.0,0.0,7.0,4.0,155.4,85.0,11.03,43.36
8.18,60.0,1.83,0.0,74.0,58.0,86.0,4.0,1.0,4.4,0.4,7.0,95.0,93.0,67.0,82.0,51.0,41.0,48.0,1.0,4.0,2.0,182.3,70.0,5.92,48.06
6.54,63.0,2.26,1.0,90.0,77.0,79.0,0.0,1.0,17.9,0.7,5.0,62.0,45.0,70.0,84.0,76.0,52.0,72.0,0.0,5.0,2.0,89.0,92.0,2.15,44.72
6.04,90.0,2.13,0.0,89.0,72.0,55.0,2.0,3.0,3.6,0.56,7.0,87.0,85.0,71.0,50.0,81.0,68.0,72.0,0.0,5.0,5.0,126.2,69.0,8.68,56.56
5.85,74.0,1.87,0.0,93.0,96.0,59.0,2.0,0.0,10.4,0.85,7.0,90.0,66.0,38.0,47.0,59.0,38.0,38.0,1.0,7.0,3.0,146.3,64.0,,
8.63,72.0,0.72,0.0,57.0,81.0,60.0,3.0,2.0,16.7,,6.0,41.0,73.0,52.0,68.0,89.0,54.0,96.0,1.0,1.0,7.0,247.1,52.0,11.57,
7.03,75.0,1.08,0.0,85.0,52.0,71.0,2.0,0.0,2.6,0.52,2.0,54.0,58.0,40.0,49.0,66.0,46.0,44.0,0.0,5.0,3.0,146.9,38.0,5.58,9.82
8.76,58.0,1.12,0.0,63.0,88.0,97.0,2.0,0.0,17.5,0.49,5.0,74.0,92.0,60.0,,82.0,71.0,69.0,0.0,3.0,7.0,56.0,32.0,3.58,
5.79,,1.0,0.0,47.0,78.0,90.0,4.0,1.0,17.1,0.35,7.0,75.0,72.0,55.0,63.0,55.0,,57.0,1.0,5.0,11.0,147.0,97.0,1.19,
6.92,81.0,,1.0,69.0,88.0,90.0,5.0,3.0,15.9,0.89,1.0,91.0,65.0,59.0,85.0,88.0,89.0,99.0,0.0,4.0,11.0,204.9,41.0,8.93,
7.93,61.0,1.57,0.0,83.0,49.0,99.0,1.0,0.0,3.9,0.17,6.0,93.0,89.0,63.0,87.0,96.0,96.0,59.0,1.0,4.0,3.0,214.4,39.0,7.6,54.8
,,1.21,,92.0,98.0,97.0,2.0,4.0,11.4,0.15,6.0,67.0,76.0,75.0,56.0,67.0,86.0,87.0,0.0,7.0,2.0,200.1,24.0,11.69,
6.93,69.0,1.21,0.0,49.0,49.0,46.0,2.0,4.0,13.7,0.58,6.0,78.0,50.0,98.0,71.0,58.0,,51.0,1.0,3.0,4.0,222.1,97.0,8.69,
8.32,72.0,2.16,0.0,62.0,75.0,48.0,0.0,0.0,17.7,0.66,1.0,83.0,98.0,34.0,50.0,,68.0,91.0,0.0,3.0,11.0,83.7,51.0,11.23,
9.49,86.0,2.08,0.0,91.0,89.0,80.0,3.0,1.0,3.2,0.19,3.0,43.0,45.0,90.0,73.0,74.0,45.0,54.0,0.0,3.0,4.0,126.9,49.0,11.9,49.88
8.27,65.0,1.12,0.0,88.0,53.0,99.0,5.0,1.0,13.8,0.39,,49.0,65.0,67.0,63.0,80.0,47.0,59.0,0.0,5.0,9.0,194.9,45.0,5.43,
6.55,74.0,2.33,0.0,50.0,86.0,92.0,0.0,2.0,6.1,0.95,3.0,45.0,48.0,57.0,94.0,91.0,49.0,76.0,,5.0,9.0,66.1,23.0,2.23,32.26
5.61,78.0,2.41,0.0,,76.0,59.0,4.0,3.0,3.2,0.25,1.0,96.0,47.0,55.0,44.0,53.0,75.0,79.0,1.0,2.0,0.0,92.9,86.0,2.75,
9.42,69.0,1.15,0.0,97.0,77.0,54.0,1.0,1.0,7.6,0.67,2.0,69.0,93.0,90.0,68.0,69.0,74.0,65.0,0.0,6.0,7.0,207.8,62.0,4.16,64.06
5.6,61.0,1.21,1.0,65.0,47.0,55.0,3.0,2.0,14.3,0.74,0.0,93.0,74.0,52.0,87.0,77.0,33.0,99.0,0.0,7.0,7.0,,49.0,6.35,
9.44,75.0,1.51,1.0,75.0,74.0,85.0,0.0,4.0,8.4,0.45,1.0,85.0,75.0,75.0,87.0,89.0,49.0,86.0,0.0,6.0,7.0,242.8,35.0,1.91,71.45
7.88,80.0,2.38,0.0,72.0,94.0,51.0,2.0,4.0,9.7,0.94,,74.0,78.0,59.0,97.0,50.0,40.0,55.0,0.0,1.0,9.0,249.0,90.0,3.97,
,68.0,2.25,0.0,86.0,56.0,48.0,2.0,4.0,17.9,0.74,5.0,,63.0,96.0,73.0,89.0,94.0,64.0,0.0,5.0,3.0,60.2,58.0,4.04,
9.09,91.0,0.71,0.0,52.0,73.0,60.0,3.0,0.0,7.2,0.46,4.0,,64.0,62.0,55.0,93.0,47.0,37.0,0.0,2.0,8.0,225.1,60.0,0.55,
9.99,75.0,1.29,0.0,79.0,47.0,55.0,2.0,3.0,11.1,0.57,6.0,49.0,67.0,32.0,64.0,72.0,68.0,77.0,0.0,2.0,9.0,23.6,50.0,4.57,52.4
7.08,72.0,1.61,0.0,64.0,,71.0,0.0,2.0,6.6,0.69,7.0,97.0,98.0,98.0,76.0,96.0,73.0,63.0,0.0,4.0,2.0,177.5,68.0,1.84,
8.95,59.0,1.51,0.0,43.0,74.0,70.0,0.0,3.0,,0.59,1.0,92.0,84.0,71.0,47.0,62.0,47.0,37.0,1.0,5.0,6.0,55.0,,5.44,
7.31,57.0,0.89,0.0,81.0,53.0,,,0.0,12.5,0.88,4.0,71.0,69.0,91.0,68.0,65.0,76.0,92.0,0.0,2.0,5.0,75.1,60.0,2.76,
7.66,77.0,2.22,0.0,58.0,70.0,76.0,2.0,2.0,16.9,0.36,3.0,81.0,59.0,87.0,91.0,75.0,60.0,67.0,0.0,4.0,8.0,236.6,47.0,9.95,54.1
8.32,80.0,1.85,1.0,57.0,46.0,42.0,4.0,2.0,9.8,,4.0,81.0,82.0,86.0,85.0,80.0,68.0,79.0,0.0,,11.0,65.8,83.0,1.43,
9.43,91.0,2.18,0.0,76.0,,95.0,1.0,1.0,13.8,0.21,1.0,42.0,67.0,30.0,64.0,99.0,67.0,66.0,1.0,4.0,3.0,168.3,38.0,10.46,
9.93,78.0,2.22,1.0,69.0,90.0,95.0,3.0,3.0,1.6,0.04,4.0,95.0,96.0,89.0,81.0,50.0,76.0,,1.0,1.0,3.0,44.5,91.0,7.18,
8.96,,2.0,0.0,58.0,48.0,45.0,0.0,3.0,3.8,0.04,6.0,65.0,46.0,98.0,62.0,66.0,99.0,98.0,1.0,6.0,5.0,23.3,44.0,5.77,
7.38,79.0,1.38,0.0,97.0,69.0,57.0,3.0,1.0,9.0,0.87,0.0,54.0,59.0,88.0,73.0,65.0,37.0,74.0,0.0,6.0,7.0,84.8,57.0,6.82,43.05
7.4,75.0,1.72,0.0,62.0,95.0,64.0,4.0,4.0,0.4,0.68,1.0,56.0,96.0,75.0,42.0,86.0,94.0,47.0,0.0,3.0,2.0,156.0,22.0,4.83,49.57
8.82,66.0,0.82,0.0,98.0,57.0,70.0,0.0,0.0,,0.66,2.0,66.0,88.0,63.0,69.0,59.0,42.0,63.0,1.0,3.0,10.0,62.0,21.0,1.97,
6.57,87.0,1.85,0.0,93.0,83.0,60.0,4.0,3.0,9.3,,4.0,57.0,79.0,54.0,89.0,87.0,,97.0,0.0,7.0,7.0,75.0,24.0,9.31,
6.0,58.0,0.86,0.0,55.0,88.0,61.0,4.0,1.0,0.3,0.85,,90.0,54.0,71.0,92.0,93.0,72.0,60.0,0.0,4.0,7.0,177.2,80.0,11.17,
7.1,61.0,1.89,0.0,40.0,79.0,83.0,5.0,2.0,4.8,0.48,6.0,58.0,58.0,58.0,73.0,80.0,33.0,93.0,1.0,7.0,6.0,25.7,39.0,11.43,31.68
6.79,76.0,0.96,0.0,51.0,99.0,88.0,2.0,1.0,9.3,0.87,3.0,51.0,71.0,54.0,71.0,59.0,89.0,83.0,0.0,3.0,,111.7,95.0,8.21,
6.83,,0.74,0.0,63.0,67.0,70.0,5.0,4.0,,0.36,3.0,63.0,98.0,83.0,92.0,,41.0,87.0,0.0,5.0,4.0,235.4,57.0,5.22,
6.55,71.0,0.83,0.0,73.0,53.0,95.0,3.0,,16.7,0.93,6.0,44.0,58.0,96.0,68.0,83.0,88.0,65.0,0.0,4.0,1.0,99.2,99.0,6.0,
5.69,78.0,0.5,0.0,92.0,46.0,83.0,3.0,4.0,11.6,0.7,4.0,63.0,79.0,44.0,48.0,55.0,83.0,46.0,0.0,2.0,11.0,108.6,55.0,8.06,46.52
5.58,88.0,1.94,0.0,96.0,98.0,69.0,2.0,2.0,7.5,0.26,3.0,66.0,77.0,33.0,41.0,77.0,73.0,92.0,0.0,5.0,1.0,184.6,65.0,9.97,44.75
9.94,82.0,1.96,0.0,47.0,85.0,57.0,5.0,2.0,,0.56,2.0,87.0,96.0,67.0,96.0,77.0,45.0,70.0,0.0,7.0,11.0,194.8,56.0,4.81,
7.42,93.0,1.53,0.0,57.0,88.0,66.0,3.0,2.0,14.1,0.53,1.0,69.0,45.0,49.0,78.0,62.0,35.0,44.0,1.0,4.0,9.0,192.4,73.0,11.04,40.31
7.23,,0.82,1.0,96.0,75.0,94.0,5.0,2.0,3.6,0.14,0.0,54.0,78.0,52.0,46.0,90.0,43.0,40.0,0.0,7.0,11.0,249.5,40.0,4.23,
8.56,71.0,0.67,0.0,87.0,88.0,84.0,2.0,1.0,2.4,0.59,5.0,86.0,63.0,66.0,85.0,61.0,87.0,41.0,0.0,6.0,7.0,17.9,40.0,6.6,59.19
6.48,88.0,0.54,1.0,44.0,91.0,33.0,0.0,2.0,12.2,0.31,4.0,98.0,68.0,91.0,44.0,99.0,60.0,65.0,0.0,1.0,10.0,245.6,89.0,11.56,48.73
9.77,60.0,0.83,0.0,65.0,46.0,39.0,4.0,2.0,10.1,0.05,3.0,77.0,86.0,37.0,47.0,89.0,70.0,37.0,1.0,7.0,5.0,237.5,79.0,11.29,40.07
9.04,60.0,2.28,0.0,69.0,76.0,76.0,4.0,1.0,14.2,0.95,1.0,83.0,,66.0,71.0,99.0,64.0,81.0,0.0,3.0,7.0,213.0,55.0,8.5,
5.9,88.0,0.98,0.0,93.0,62.0,43.0,5.0,2.0,13.3,0.64,5.0,73.0,80.0,74.0,94.0,51.0,39.0,35.0,1.0,3.0,2.0,113.5,96.0,4.23,55.7
,55.0,1.21,0.0,52.0,57.0,67.0,3.0,4.0,11.3,0.88,2.0,66.0,57.0,62.0,,57.0,59.0,,1.0,3.0,0.0,217.7,30.0,3.02,
9.46,64.0,0.71,0.0,58.0,90.0,41.0,5.0,4.0,17.8,0.68,3.0,59.0,76.0,36.0,57.0,91.0,73.0,88.0,1.0,4.0,5.0,55.2,50.0,1.42,70.34
9.75,75.0,0.94,1.0,,49.0,74.0,5.0,3.0,9.6,0.36,3.0,80.0,53.0,51.0,77.0,58.0,84.0,84.0,,5.0,1.0,197.9,56.0,8.65,
7.6,59.0,1.54,0.0,42.0,86.0,46.0,1.0,4.0,2.0,0.51,0.0,71.0,83.0,,85.0,99.0,47.0,41.0,1.0,1.0,11.0,46.3,79.0,6.29,
8.26,56.0,1.72,0.0,65.0,88.0,64.0,4.0,0.0,14.9,0.68,2.0,43.0,60.0,44.0,57.0,57.0,68.0,97.0,,3.0,8.0,203.8,80.0,7.08,36.65
6.25,76.0,0.99,0.0,79.0,54.0,95.0,2.0,0.0,4.5,0.96,2.0,44.0,94.0,50.0,88.0,52.0,71.0,49.0,0.0,5.0,4.0,153.6,86.0,5.93,33.4
9.96,56.0,0.62,1.0,98.0,87.0,70.0,5.0,0.0,14.0,0.25,4.0,92.0,47.0,46.0,80.0,58.0,83.0,64.0,,7.0,4.0,24.5,48.0,6.05,65.6
6.54,64.0,1.28,0.0,97.0,69.0,96.0,1.0,1.0,17.2,0.87,5.0,97.0,96.0,85.0,84.0,62.0,59.0,70.0,1.0,2.0,9.0,223.8,86.0,7.07,73.43
9.74,88.0,0.97,0.0,97.0,78.0,58.0,1.0,4.0,12.5,0.92,0.0,47.0,64.0,79.0,55.0,58.0,49.0,39.0,0.0,6.0,7.0,144.5,98.0,11.01,61.5
